name,steam_appid
Five-Finger Gunslinger,1377240
Zombies Must Die,1359850
A Time Paradox,1167730
Cartomante – Fortune Teller,1361760
Stream Arenas,1390300
Big Mutha Truckers 2,1377920
Poly Party,1291110
Antadin DX,1390000
Space Fat: To the Core,1338920
High Entropy: Challenges,1389630
Husbandry,1318560
Cyber-doge 2077: Meme runner,1383720
Δ Time,1119590
Evergate,845030
INFLUXIS,1393830
The Jungle,1271870
Treasures of the Roman Empire,1378100
Battle Command,1393960
The Moon Relax,1360360
Pianistic,1325470
Time Break Chronicles,1393500
Absolute Territory,1130880
Metel - Horror Escape,1357870
Bright Paw: Definitive Edition,1361920
The Cubedex of Brass and Wood,1300180
The Light at the End of the Ocean,1385990
The Host,1328460
Pathfinder Puzzle,1384480
I'm a love interest in my childhood friend's reverse harem!!!,1365620
Iron Harvest,826630
9-nine-:Episode 3,1142830
B67,1386440
AEON BLOOD,1381610
aMAZEd,1379640
Uploaded,1374630
Rock'n Cow,1387980
UFO Stalker,1293740
Cubic Currency,1378860
Boogie Bot,1095820
Oneons: Prisoners,1342600
Hex of Steel,1240630
Radical Relocation,816430
RUBICON,1243370
Elasto Mania II,1370850
ANIME WORLD,1396380
School of Magic Prologue,1384550
Alias,1349340
Verdungo,1378940
Boom Boomerang,1202930
Raiders Of The Lost Island,867980
20 Minute Metropolis - The Action City Builder,700200
Timber Jump VR,1380250
TOUHOU SKY ARENA MATSURI CLIMAX,1086860
Time Gap Puppies,1366940
Half-Fly3,1169940
Glory,1395470
Lost Patrol,1392750
On Pixels: A lights out game,1397540
SCP: The Foundation,1353100
"VR Time Machine Travelling in ancient civilizations: Mayan Kingdom, Inca Empire, Indians, and Aztecs before conquest A.D.1000",1399150
Cornflake Crisis,1023560
2ECONDS TO STΔRLIVHT: Forever My Diamond,1329110
The Tower Of TigerQiuQiu,1103410
KING GOD DOMAIN,1383670
Star Island,1391960
EscapeVr,1350170
Dark Room VR,1394640
Soulcaster,1389300
The Blueness of a Wound,1212530
War of the Barrenlands,1223350
Escape to Sidious,1272340
Kotel Ne Gori: A Friend of Lena Boots,1325870
Parked In The Dark,1185370
Mines of Volantis,1117660
Crusader Kings III,1158310
Ary and the Secret of Seasons,935570
Food Chain,1247370
Outer Frontier,1393850
Rogue Summoner,1355510
ULTRAKILL,1229490
Doodle Derby,916180
The Last Show of Mr. Chardish: Act I,1397140
Spinch,794240
Color Phase,956540
86,1372670
Esports Life Tycoon,897410
Final Hope: The Plot,1339030
POWER,1042530
Shattered Worlds,1363560
All For Nought - Tic Tac Toe,1396490
Bleeding Moons,874060
Sanguine Melancholia,1397040
Hate Wave,1387830
Shoot Covid-19 | 消灭新冠肺炎,1274150
Magic Griddlers,1395010
Pass to Hell,1394570
Ultragun Dreamland,1370300
Pumpkin Dog Xtreme,1381630
One True Cuddle,1217310
Dimetrosaur 2,1392080
Insane Creations,1375120
Mahjong World Contest 2,1394750
Craftopia,1307550
Mushroom Savior,1290770
California Games (C64/DOS/Atari/Lynx/NES/SMS/Genesis),1399480
Impossible Maze,1388390
Malvin`s Prehistoric Adventures,1228670
Picross Beach Paradise,1395020
Pro Gymnast Simulator,1214520
CreepWars TD,1345120
Mimicry,1381500
Louie,1172480
Alien Cat 8,1387870
Strike VR,1394210
DEEMO -Reborn-,1282210
The Grand Lord,1365550
League of Angels-Heaven's Fury,1379130
Ninja Kunoichi,1385820
ASTROVITY,1300960
Midnight's Curse,1031230
Fear of The Unknown,1349130
Isles of Limbo,1389260
Sightbringer,1400110
Ultimate Wall Defense Force,1302160
DreamDasher,1394340
Escape Room - Der kranke Kollege,1301720
Solar System VR,1379970
动绘（Drawing）,1310840
Cyber Drive,1392280
Jung's Labyrinth,709710
Hunted,1376470
Friendly Find,1401360
100 RUB: Operation Global Denomination,1383170
Zero Killed,645930
Last Escape,1398570
LouveSystems' TrackMasters,1383120
Zenodeath,761920
Viking Idle,1394060
Mean-While,1339170
Alt254,1341720
Paradise Killer,1160220
Tony Stewart's All-American Racing,1367690
Battle Engine Aquila,1346400
Hunting Unlimited 2,1330790
Gunboat,1357490
Steel Thunder,1341830
ANCIENT SOULS: Starship Renata,1398990
Do It With Hay,1396610
Simply Hard Platformer,1390870
AeternoBlade II: Infinity,1249070
Ants,1386090
Survive or Thrive,1397030
Sakura Knight 3,1351370
Poly Pirates,1376350
Crown of the Empire,1113090
Asian Riddles 2,1396010
Idle Expanse,891480
Trazz,1328850
Conjurer Andy's Repeatable Dungeon,1357190
Colony Siege,1198740
Circle Tank,1397850
Another road,1346260
Pro Strategy Football 2021,1281170
Riot At World,1397690
Rocket Panda Panic,1240180
Lost Gems,1400480
H-SNIPER: World War II,1323420
Picross for a Cause,1373440
Glitch Escape,1320710
Color Security,1338360
_OUR_:_Defense 2021,1358000
The Warlin of Heroes,1335300
亡命尸潮惊魂夜 Escape Zombies At Night,1369950
Pop up Blaster,1398470
Sunset Shapes,1300390
Arabian Treasures: Midnight Match,1203910
DreamFly,1127170
Living the Nightmare,1361020
Sleep,1334070
Kingdoms of Amalur: Re-Reckoning,1041720
Episode 1: MissionKT,1267680
Beat Flip,1371320
Swords 'n Magic and Stuff,810040
Star Renegades,651670
Way of Heroes,1309170
The Civil War,1413650
Chess Brain,1404190
Stormblades,1358940
Progressbar95,1304550
WRC 8 FIA World Rally Championship,1004750
Midnight Scenes Episode 2 (Special Edition),1382730
Lareissa Everbright,1363170
Sunny Shine Funland!,924520
OkunoKA Madness,969200
Necromunda: Underhive Wars,566440
CLASSIC TANKS 2020,1393610
Faerie Solitaire Dire,556530
Playing God,1358930
AeternoBlade,1234120
Love on Paper,1109800
Bullet Roulette VR,1103880
Educational Games for Kids,1387560
The Golem,1270390
Tin & Kuna,1206380
The Adventures Of Maximus,1405320
Hermes: Sibyls' Prophecy,1388330
Tokyo Re:Connect Prologue,1381590
Dark Cards,1347460
The first titans,1353040
Solitaire. Elemental Wizards,1340400
There Is a Way,593100
Rose Seed Replica,808980
Stones of the Revenant,1395170
Gump,1394400
No Game No LIFE,1219010
Randomlands,1399760
ProjectTeo,1382370
Cross Princess,1301620
Pandemic Bunny,1400150
Chickens Madness,645650
Capital Simulator,1388490
Arcanion: Tale of Magi,1375690
SpermDash精疲力尽,1355880
Jack Hayes: The Lazarus Sign,1295750
A Monster's Expedition,1052990
Disgaea 4 Complete+,1233880
Hotshot Racing,609920
Starship Commander: Arcade,598400
Vampire: The Masquerade - Shadows of New York,1279630
Ostranauts,1022980
As Far As The Eye,1119700
Notre-Dame de Paris: Journey Back in Time,1341280
The Unfinished Swan,1206430
Beat Me If You Can,1385540
Legend of Xion: Royal Story 赛恩传说：皇家物语,1404550
Cyber Fight Challenge,1192020
Deleveled,1045580
Bounty Battle,860900
Tamarin,1064840
Microodyssey,1263590
Redneck Ed: Astro Monsters Show,1237490
Pulut Adventure RPG,1397160
Quantum Suicide,1020030
Hurry Up!,1323200
Nova Odessa,1406110
Jumping Platform Minigame,1390560
Moon Raider,1327810
Cowboys n' Stuff,1387610
Smashing Spirits: Brazil's First Boxer,1263200
Monochro,1397530
Who Are You?,1411840
Memory Card Monsters,1409930
Artifacts,1340770
Metachromium,685110
Minesweeper: Collector,1375930
Vaporum: Lockdown,1161880
Our Past,1376300
BPM: BULLETS PER MINUTE,1286350
Anime Wave Simulator,1397170
Tomato Way 3,1409640
Flipper Volcano,1413350
HANG IN ! MONKEY BARS ROBOT,1391720
A Rabbit and the Mystic Fog,1282120
TinyCrack,1400170
Cute dragon Yongyong,1395630
The Forgotten Island - v1.0,1405670
HOLY QURAN VR EXPERİENCE,1389070
VR Travelling back to our childhoods: VR 1980s,1409330
VR Travelling towards World War III Scenario: Post Nuclear War Earth Fantasy,1409320
Lucid Steam,1370680
Operation TP,1397710
READY AIM FIRE,1330290
Earth Attack,1407790
Hidden Protector : ROADTRIP (Preface),838190
Rover Mechanic Challenge - ERC Competition,1368970
Raid on the Zone,1301730
Landing,1407240
Divine Legacy,1212710
Electronic World Z,1389830
Omno: Prologue,1375540
Barro Racing,1307090
Monster Legend,1408310
Truck the System,1081200
Compost,1398820
Escape from Poalet,1356970
VE FPSO TOUR in VR,1316950
Inertial Drift,1184480
Impossible Mission II,1400680
Waste X,1385750
Xentron Attack,1386110
川建国同志想要连任/Comrade Trump's Re-election,1375870
Crowded Blue Dot,1323860
Wawa United,1016030
Neon Cyborg Cat Club,1367230
Rushdown Revolt,1376070
REPTOMOM,1000880
Earth: 9000,1327720
Artificer: Science of Magic,658830
Lantern Bearer,938980
Hey ma i'm a Dragon Now,1396580
The Stranger VR,828640
Viking Fight,1381290
D100 Dungeon Computer Companion,1384790
Facility 47,1365390
Pixel Art - Mash-Up,1403130
A Gay Love Story About Gay Love,1384700
好久不见 - Long Time No See,1397350
K'nife Fight,1243290
Fantasy of Expedition,780670
a Story of Merchant,1387400
LA ULTIMA COMIDA,1371270
The Hardest Thing Ever,1398120
Late Stage Inferno,1292270
Illegal Race Tuning,1371090
Holiday Mania,1148160
LIFESPAWN,1410790
Heart in the Cell: Rebirth,1172680
Hoovernauts,1399230
"Astronomy Lab on PC: Relativity, Lunar Landing, Space Flight, and Interstellar Travelling",1405980
Rad Rocket,1388160
Knockout Party,1162050
RetroBound,1330010
Bob Mazzolini Racing,1403680
Battlestage,607350
12 bananas,1393270
Flicker,1424650
My Little Prince - a jigsaw puzzle tale,1399660
The Grounding,1408110
Live the Life,1373220
Godking: Master of Rituals,1229310
DumbBots: Hello World,1406740
Table Top Turrets,1386320
Hero or Villain: Battle Royale,1332590
Gatlin',783430
Morth,738190
Without Romance,1409610
Rock Paper Sock,1392190
FIRE  TRUMP - Air Combat VR,1382670
Boston Nursing Home,1411170
Cube Worlds Survival,1385840
LuLu Looking For Dogs,1401940
Woodland Saga,1413630
Wave of Time,1410580
Interstate Drifter 1999,1383770
My Jigsaw Adventures - The Source of Power,1393970
Ice Star Tribes,1411630
Encore Classic Card Games,1246930
Encore Classic Puzzle & Board Games,1217380
Bodyless,1202100
Power & Revolution 2020 Edition,1379930
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,970830
Hades,1145360
Teenage Blob: Paperperson - The First Single,1361240
Welcome to Elk,1015940
Atomicrops,757320
Cyber Protocol,1285010
Gangsta Magic,1412040
Shiny Summer,1412120
A Little Bird,1371730
Midnight Bike,1401880
Hungry Horace Revisited,1408630
Learn Spanish VR,1378840
Nevaeh,1222090
Dog Duty,578690
Sokodice,1368420
Saint Emiliana,1257170
The Developer,1379660
VR Travelling in 18th-19th Century Europe,1405960
人类VS怪物(Human vs Monster),1408370
Fury Knight,1393770
Evil Icebox,1406770
HOLIDAYS,1407850
Sogo Vego,1327390
Exp Parasite,1356790
Bocce VR Simulator,1388030
Pummel Paladins,1380430
Mythgard,839910
Left Dex,1387320
Phasmophobia,739630
Path to Prosperity,1394520
Doom & Destiny Worlds,953690
Kasmo,1414490
Starship Horizons: Bridge Simulator,1024950
Journey of the Broken Circle,1179620
Cheat or Die,1381280
Shape,1375270
GORSD,1023860
Batu Ta Batu,1284850
Police Chase,1355140
Automata Break,1322010
Case 00: The Cannibal Boy,1391450
Crisis Wing,1402090
Highly Likely,1122780
Fill and Cross World Contest,1398600
1001 Jigsaw World Tour Asia,1398590
Fill and Cross Royal Riddles,1396020
VIETNAM WAR PLATOON 越战排 (AI WAR Game),1392590
Death Drives A Bus,1400210
Survival Hell,937460
Crisis Arcana,1399910
Tamiku,1117890
DARKAIR,1328590
Osman Gazi,1408700
Paddle Combat,1411410
A Shopping Trip to Eklan Tor,1404360
Zombie Rush - Heroes,1414840
Escape from Tatris,1409710
Fruit Clicker,1382630
Detective March Forward - The Missing Will,1265680
WWE 2K BATTLEGROUNDS,1142100
Punchout: Music,1395780
TAISHO x ALICE episode 2,1336060
Gordian Rooms: A curious heritage Prologue,1386790
Chaotic Airport Construction Manager,1364130
"Goodnight, Lily",1411800
JMPR,678150
Cubism,804530
NUI,1399380
Stormworks: Build and Rescue,573090
Wingspan,1054490
Similo: The Card Game,1387170
Dallen Clicker Ultimate,1394420
Slap City,725480
Fast Jump,1398890
Idle Armada,1408060
art of rally,550320
Plastic Rebellion,789160
The Dark: Survival RPG,1416000
Gemini,1417720
Calturin and Clone,1359110
Vacation: dayOFF,1376730
Endless Furry Killer 2020,1417420
Star Rover,1371180
Wiggly Boy,1406140
Twin Breaker: A Sacred Symbols Adventure,1373080
Darklands:Awakening,1423500
Kidgilantes,1383290
SecretMission_ProduceForPresident,1376630
Dungeons & Bombs,1323950
"VR historical journey to the age of Crusaders: Medieval Jerusalem, Saracen Cities, Arabic Culture, East Land",1405170
VR historical journey to the Buddhist civilizations: VR ancient India and Asia,1399400
Tales From Evenfall,1377970
Gordian Rooms 1: A curious heritage,1285080
Exploaris: Vermis story,1356360
Mina & Michi,1373710
Furgal's Jetpack,1398270
Soldat 2,474220
1x! Space Adventure,1408450
Shark Castle,1152540
Mondrian - Plastic Reality,1087050
Space Travel Idle,1407860
The Girl of Glass: A Summer Bird's Tale,1203750
When The Past Was Around,1164050
Blackshift,741110
Rebel Galaxy Outlaw,910830
The Bible - Exodus,1410210
Snack Tick,1356260
Flying Soldiers,1276330
Infectra,1413500
Pandora: Chains of Chaos,791260
Pendragon: Narrative Tactics,1240050
Anamnesis,1396350
Shrine II,1417010
Arc Wizards 2,1414710
Arc Wizards,1406080
Accel Magician Mimi,1389740
Sly Slime,1387030
Nightmare Puppeteer,1355310
The Long Gate,1147110
Asteroids... But Roguelite,1392790
My Vow to My Liege,1146970
A Case of the Crabs: Rehash,1387150
Infinity Coloring Pixel,1407870
BlazeSky,1208980
Plunker,850970
Tennis World Tour 2,1223910
Dead Motherland: Zombie Co-op,1211640
Worm Jazz,1259370
SLI-FI: 2D Planet Platformer,668230
Songs of Syx,1162750
Ducktopia,1397810
Freedom Fighters,1347780
Project Gravity,1392140
Legacy - Witch Island,1410500
Ironseed 25th Anniversary Edition,1412980
Fred3ric,1269030
Traveler of Artcaster,1413260
Spy Story. The Elusive Evidence,1263510
Messy Room Simulator,1368120
Balloon Saga,1413820
Rivals,1412660
Flood Fill,1400920
Alice Sisters,1246540
Surabaya Inferno,1393810
This Game is Trash,1385050
Primeval,1403110
Head Bumper: Editcraft,1398130
Squaxel,1327100
Berserker's Descent,828680
KabochaFarm,1407460
Breakpoint,1273250
iota,1273430
Way in the stars,1400140
Embracelet,1311510
BioEntity,751270
AstroWings: Space War,1326920
King of the Cul-De-Sac,1064030
Gothic Murder: Adventure That Changes Destiny,1404130
Poker Master,994910
Power of Ten - Demo,1394090
Marble Odyssey,995310
Spacer: Legacies,1278200
Medicinal Herbs - Cannabis Grow Simulator,1056230
Guns N Stuff,1406350
Squad,393380
Paper Shakespeare: To Date or Not To Date? 2,1177650
Unrailed!,1016920
Untitled Goose Game,837470
Gnomes & Goblins,1157940
Astrotour VR,1416850
Rage Jump,1414900
Sunset Mall,1398750
Darksburg,939100
The Imagined Leviathan: Prologue,1414700
A letter to you!,1275450
Stone it!,1356830
CROSSBOW: Bloodnight,1329540
Going Under,1154810
Interstellar Rift,363360
Terminal Conflict,745970
Crimson Ranch,1407060
Cafe Deux Femmes,1418090
BIG-Bobby-Car – The Big Race,1374700
RollerCoaster Tycoon® 3: Complete Edition,1368820
Rip Them Off,1295860
Ginga Force,885910
Shot of Rhythm,1408000
Serious Sam 4,257420
ZYNET,1246170
Raid!,1395180
Vampire: The Masquerade — Night Road,1290270
Early Quest,1414640
BattleStick 2,1402460
Necrosis,1415830
Flower Challenge,1390830
Rude Racers: 2D Combat Racing,1099440
Cube Gothic,1413010
Truck Truck,1419440
Minimum Wage: Influence The Election,1410620
Under the Sand REDUX - a road trip simulator,1062960
Sudoku Forever,1415620
Time Tenshi,862280
Cauldrons of War - Barbarossa,1265220
Sweet Halloween,1418330
Halloween Rhythm,1409630
The Last of Waifus,1359650
BeetleQuest,1414300
Urban Survival,1354580
Harmless Demons,1409250
Cybernetic Fault,1409740
Propagation VR,1363430
Realm of Alters,1376870
PT+,1290390
Swordsman VR,1206480
Petra and The Thylacine,1323800
蜀山幻剑录 Sword of Shushan,1376690
Trollhunters: Defenders of Arcadia,1344070
Fruit Factory,1098480
Crash'em Derby,1379670
Mafia: Definitive Edition,1030840
Dezinsector,1413300
Tumbled,1388310
Cyber Hook,1130410
Root,965580
Grandmother,1415370
Undead Darlings ~no cure for love~,1294970
Seconds in Space,1253320
DEEP STATES STORY,1369990
Timeline Traveler,1417960
BUGWORLD:ONLINE PRESENTS MITCH MAKER,1391090
Absolute Alchemical Potion,1272860
Slide Stories: Neko's Journey,1346250
Agence,1308040
The Cassir Simulator,1413210
Paranormal Stories,1420160
Emurinoo,1394510
Second Chance,1415110
Grimm Shuffle,1416700
Funanigans: Party Games,1386330
My Neighborhood Arcade,1400980
Zen Trails,1418570
Block Smash,1412870
Target Practice,1390850
COCKHEAD,1172050
Loofy,1393800
Slimey,1216560
Three Kingdoms 21,1417250
The Seven Keys: Escape Room,1408200
Knight`s Pride,1415870
Berries Challenge,1391990
JumpJumpBall,1419770
RoboPhobik,1389750
Bhavacakra Maco,1121000
6th Dimension,1404180
Square Game,1411030
Scarlet Hollow — Episode 1,1406040
Misplaced,1373450
Invasion: Lost in Time,1411860
Wizards and Warlords,567080
Planet Station,1417500
4X4 Masters,1416690
Pitched Battle,1415200
Server is Down,1377850
Port Royale 4,1024650
12 MiniBattles,1417690
Janosik,1412170
TECHPACK,1413780
Panzer Dragoon: Remake,1178880
Baby Coyote,1367780
Axe Girl,1267130
Helix Slider,1420060
Rescue Rina,1400350
Paint Girl,1389560
Home: A Quarantine Story,1339750
The Sojourn,794960
Stars Force,1421630
Buddi Bot:  Your Machine Learning AI Helper With Advanced Neural Networking!,1414090
Bartlow's Dread Machine,1228870
Shattering Obsidian,1383920
Rocket Squad,1398860
Mine Dungeon2 ~Rurumu's trip~,1295740
The Beast of Stormy Forest,1382350
Escape Quest,1363770
Prototype ONE DAY I AM ,1397940
Spelunky 2,418530
Astral Towers,983450
Firefighters - Airport Heroes,1278690
California Games II,1418350
BlockLock,1379160
Sainthum 圣颂,1381690
Shark Attack,1380510
Rogue Snow: Everwinter,1234560
回纹平台跳跃,1409600
The Great Adventures of Hemeko & CH0_CH0,1341240
Endless Void,1125700
Captain Tsubasa: Rise of New Champions,1163550
Fatal Curse,1355210
Letter Loops Pro,1413930
Toupei55,1417230
Sea Legends,1373770
FOOTSIES Rollback Edition,1344740
XF5700 Mantis Experimental Fighter,1357580
RENEGADE,1410110
Kukui 2,1182260
Home and Dungeon,1395850
Kristallijn,1412630
DIERY HEAVEN,1422740
Save Aisha,1387620
"URUZ ""Return of The Er Kishi""",931000
A pirate quartermaster,1112580
STAR WARS™: Squadrons,1222730
Dragon Souls,510370
Rain Leak Life -  雨漏り人生,1386680
Dragon Lapis,1369740
Self-Checkout Unlimited,1221320
Inferno,615690
Air Attack,1424900
The Witch in the Forest,1419740
Couch Installation Service,1412610
Oraiah,1422080
Circadian City,1045430
Drake Hollow,739650
Rev,1422200
Ekstase,1408430
Draft Day Sports: Pro Football 2021,1392030
Red Sector,1397720
韦弗利山 - Waverly Hills,1340850
Tales of Esferia: Araxis,1380720
Seek Girl Ⅵ,1419730
The Storm,1418490
Liquidators,1382200
The Cursed Revenant,1412220
Mess Adventures,1381530
SUCCESSOR OF THE KEY,1159870
Remnants of the Dawn,1271510
Mysteria ~Occult Shadows~,662960
Psych,1409370
KUUKIYOMI 2: Consider It More! - New Era,1384380
PERFECT MATTER,1346800
Treasure Hunting,1382490
Shooting Type,1418650
Beam,1067430
Mist of the Undead,1373500
Projection: First Light,726490
Little Adventures,1253760
The Walking Dead Onslaught,1082680
Onder,1393360
Obsolete Souls™,1319720
Glory Horse Racing,1273180
Union,1393480
