description,developer,early_access,game_id,orig_price,percent_pos,price,publisher,release_date,tag_list,title,total_reviews,vr_only,vr_pcinput,vr_supported
"Take a 5 minute break to de-stress with this high-intensity, ultra simple, retro arcade shooter! Take down airplanes. Dig tunnels. Hide and seek shelter. Try and beat the highscore. That's all. Afterwards, you will go back to your life with renewed energy of body and mind.",Four Pixels Games,False,1424900,,90,Free,Four Pixels Games,"1 Jan, 2010","Action,Casual,Arcade,Pixel Graphics,Survival,Shooter,2D Platformer,Bullet Hell,Shoot 'Em Up,2D,Hand-drawn,Minimalist,Cartoon,Procedural Generation,Co-op,Local Multiplayer,Free to Play,Multiplayer,Indie",Air Attack,100,False,,False
"After discovering & rescuing an unconscious elite warrior from a dangerous jungle, a soldier, a scientist and a nurse decide to team up and escape from the ravaged army base where they'd been struggling for days. Can they find help in the jungle? Who will survive and make it?",Aldorlea Games,False,615690,,60,$3.99 USD,Aldorlea Games,"1 Oct, 2020","RPG,Adventure,Indie,Horror,Violent,2D,Dark,Sci-fi,Story Rich,Singleplayer,Female Protagonist,Turn-Based,Party-Based RPG,Gore,Survival,Top-Down,Thriller,RPGMaker",Inferno,23,False,,False
Explore and unravel the mall of your mind in this surreal adventure game.,Argent Games,False,1221320,,82,$7.99 USD,Argent Games,"1 Oct, 2020","Indie,Casual,Walking Simulator,Philosophical,Surreal",Self-Checkout Unlimited,75,False,,False
The dawn of a new hero! A tale spanning a thousand years now begins to unfold!,Exe Create Inc.,False,1369740,,90,$14.99 USD,Exe Create Inc.,"1 Oct, 2020","RPG,JRPG,Dragons,Adventure,Fantasy,Casual,Retro,Pixel Graphics,Simulation,Old School,Strategy,Party-Based RPG,Turn-Based Tactics,Exploration,Top-Down,2D,Tactical RPG,Magic,Singleplayer,Story Rich",Dragon Lapis,10,False,,False
"A simple VR action game where you endure long periods of leaking rain in a leaky quadrant! Put on the VR HMD and you're in a nostalgic Japanese four-and-a-half-mat apartment. If you leave the rain leaking, you'll get yelled at by the residents on the floor below!",H.O SOFT Inc.,False,1386680,,N/A,$3.99 USD,H.O SOFT Inc.,"1 Oct, 2020","Action,Casual,VR,Short,Score Attack,Arcade,Old School,Atmospheric,Indie,Singleplayer,Immersive Sim",Rain Leak Life -  雨漏り人生,1,True,,False
Dragon Souls is a game allowing players to play as a dragon - terrorizing denizens and taking their gold.,Avant Games,True,510370,,63,Free To Play,Avant Games,"1 Oct, 2020","Free to Play,Action,Adventure,RPG,Strategy,Indie,Dragons,Early Access,Multiplayer",Dragon Souls,86,False,,False
"Master the art of starfighter combat in the authentic piloting experience STAR WARS™: Squadrons. Feel the adrenaline of first-person multiplayer space dogfights alongside your squadron, and buckle up in a thrilling STAR WARS™ story.",MOTIVE,False,1222730,,47,$39.99 USD,MOTIVE,"1 Oct, 2020","Flight,Space,VR,Multiplayer,Sci-fi,Singleplayer,Action,Simulation,First-Person,PvP,Spaceships,Online Co-Op,Co-op,Controller,Shooter,Space Sim,Adventure,Female Protagonist,FPS,Strategy",STAR WARS™: Squadrons,23526,False,,True
"Did you think you'd win with a snap of your fingers? Did you think you'd see a crew as a number? Did you think you'd gorge without fear of judgements? But, sir, you're not in the Royal Navy. The pirate's life is a life of dreams. And it's precisely because we have a shitty life that we have dreams.",Ivan Armandy,False,1112580,,78,$2.99 USD,Ivan Armandy,"2 Oct, 2020","Pirates,Sandbox,Simulation,RPG,Typing,Management,Naval Combat,Replay Value,Funny,Politics,Procedural Generation,Open World,Adventure,Difficult,Perma Death,2D,Colorful,Singleplayer,Indie,Strategy",A pirate quartermaster,47,False,,False
"Live the saga of Uruz! A fantasy epic action adventure based on Central Asian Turkish mythology and culture. Explore the ruined lands, help people, solve small puzzles, face the monsters and spiritual creatures, all in a classic, hand-drawn 2D style.",Berzah Games,False,931000,,77,$1.50 USD,Berzah Games,"2 Oct, 2020","Action-Adventure,Pixel Graphics,Platformer,Action,Cinematic,Mythology,Story Rich,Indie,Adventure,Singleplayer,Atmospheric,Character Customization,Puzzle,Roguelite,Stylized,Fantasy,2D,2D Platformer,Arcade,Metroidvania","URUZ ""Return of The Er Kishi""",519,False,,False
Help Emran rescue his daughter (Aisha) who has been taken from his arms. You will join him in his journey through the castles and forests to meet the king.,Zuhair Nammous,False,1387620,,N/A,$9.99 USD,Zuhair Nammous,"2 Oct, 2020","Adventure,Story Rich,Platformer,Pixel Graphics,2D Platformer,Nature,Singleplayer,Medieval,Old School,Action,Indie,Combat,Resource Management,2D,Colorful",Save Aisha,1,False,,False
A simple parkour game in calm!,ThroneLab,False,1422740,,N/A,$2.49 USD,ThroneLab,"2 Oct, 2020","Casual,Puzzle Platformer,Simulation,Walking Simulator,3D,First-Person,Singleplayer",DIERY HEAVEN,2,False,,False
Explore an abandoned club intermittently lit by strobe lights and try to follow in the footsteps of a strange dancer. A short first-person audio-visual experience.,Gaël Bourhis,False,1412630,,100,$4.99 USD,Gaël Bourhis,"1 Oct, 2020","Experimental,Adventure,Exploration,Simulation,Walking Simulator,First-Person,3D,Singleplayer,Short,Indie,Ambient,Immersive",Kristallijn,20,False,,False
"Embark on an adventure in a fantasy world where you can collect items, build towns, and live the slow life of your dreams - these are the main features of this RPG game! Beyond the standard RPG gameplay, there are various other elements to enjoy.",Manufacture,False,1395850,,87,$5.50 USD,Manufacture,"2 Oct, 2020","Anime,JRPG,Drama,RPG,Exploration,Mystery Dungeon,Nudity,Sexual Content,Hentai,NSFW,Mature,Cute,Adventure,Roguelike,Funny,Dungeon Crawler,2D,Fantasy,Survival,Story Rich",Home and Dungeon,298,False,,False
"Kukui 2 continues Kyle's story. In this psychological horror, you will test the limits of your mind with mind-numbing puzzles that will test your every ability. Help Marie's curiosity and keep her safe, fight bosses and unravel a story that has no equal in this genre.",Yasmany Roman,False,1182260,,N/A,$14.99 USD,Yasmany Roman,"2 Oct, 2020","Story Rich,Psychological Horror,Survival Horror,Atmospheric,First-Person,Exploration,3D Platformer,Puzzle,Action RPG,Walking Simulator,RPG,3D,Third Person,Horror,Casual,Stylized,Fantasy,Mystery,Dark,Adventure",Kukui 2,3,False,,False
"RENEGADE is a free to play shooter which absolutely doesn't bring anything new to the table, it's just designed for the casual folks who just wanna shoot stuff.",C3T4NU,True,1410110,,N/A,Free To Play,C3T4NU,"2 Oct, 2020","Casual,Arena Shooter,FPS,Action,PvP,Shooter,Arcade,3D,First-Person,Post-apocalyptic,Early Access,Sci-fi,Free to Play,Futuristic,Combat,Multiplayer,Online Co-Op,Singleplayer",RENEGADE,6,False,,False
"Out of nowhere, an army of insect-like creatures from a distant world, using technologically advanced space weapons, ambushed and devastated Earth. In this colorful space shooter from the early days of FMV, it’s up to you to fend off the Sirian race in the cutting edge XF5700 Mantis Fighter!",Paragon Software,False,1357580,,N/A,$3.99 USD,Paragon Software,"1 Jan, 1992","Action,Simulation,Space Sim,FMV,Shooter,Flight,Spaceships,Singleplayer,3D,Adventure,1990's,Retro,Space",XF5700 Mantis Experimental Fighter,3,False,,False
"FOOTSIES is a simple 2D ground-based fighting game that both new and experienced players can pick up and enjoy right away. Featuring online battle mode with rollback netcode, implemented using GGPO open-source codes.",HiFight,False,1344740,,96,$3.99 USD,HiFight,"30 Sep, 2020","2D Fighter,Casual,Action,PvP,Fighting,Arcade,2D,Pixel Graphics,Retro,Multiplayer,Funny,Singleplayer,Indie,Minimalist",FOOTSIES Rollback Edition,448,False,,False
"The year is 1667, and the sea is a dangerous place. In this picturesque game combining role-playing adventure, fleet-building strategy, swashbuckling action, and naval combat, you'll need keen planning and swordsmanship to reach the story's end – or turn pirate to lead your fleet to infamy.",Mir Dialogue,False,1373770,,91,$3.99 USD,Mir Dialogue,"31 May, 1996","Adventure,Strategy,Action,Pirates,Naval Combat,Swordplay,Nonlinear,Trading,RPG,Sailing,Management,Voxel,Cartoony,Historical,Story Rich,Colorful,Hand-drawn,Naval,Combat,Resource Management",Sea Legends,12,False,,False
Fight terrorists with your friends (or even with your dad!) in this simple couch-coop top down shooter.,AlphaGarg,False,1417230,,N/A,$2.99 USD,AlphaGarg,"28 Sep, 2020","Action,Casual,Arcade,Shooter,Third-Person Shooter,3D,Colorful,Top-Down,Minimalist,Combat,Procedural Generation,Violent,Indie,PvE,Co-op,Local Co-Op,4 Player Local,Singleplayer",Toupei55,3,False,,False
This is a great word game that will loosen up those cobwebs in your head. Connect the letters with a line to make as many words as you can before the clock counts down.,LevelPlain Studios,False,1413930,,N/A,$2.99 USD,LevelPlain Studios,"28 Sep, 2020","Casual,Puzzle,Board Game,Word Game,Spelling,Minimalist,Text-Based,Score Attack,Singleplayer",Letter Loops Pro,0,False,,False
Find a way to escape and live another day in this survival horror adventure! - Explore the horrors of the small town of Maldicion. - Read notes and solve puzzles to find out more about the evil happening in your town. - Interesting story that will help you understand more about the Fatal Curse.,Venomyth Games,False,1355210,,N/A,$4.99 USD,Venomyth Games,"28 Sep, 2020","Horror,Adventure,Survival Horror,Action-Adventure,Third Person,Nonlinear,Dark,Indie,Singleplayer",Fatal Curse,0,False,,False
Captain Tsubasa: Rise of New Champions is an arcade football game bringing a refreshing look to the football genre with the exhilarating action and over the top shots that made the license famous. Defy The Laws of Football Become Legend,TAMSOFT CORPORATION,False,1163550,,78,$39.99 USD,TAMSOFT CORPORATION,"28 Sep, 2020","Anime,Sports,RPG,Football (Soccer),Action,Multiplayer,Casual,Character Customization,Funny,Singleplayer,Competitive,Arcade,PvP,Online Co-Op,Co-op,4 Player Local,Management,Story Rich,Fighting,Trading Card Game",Captain Tsubasa: Rise of New Champions,3972,False,,False
"Endless Void is a third person shooting adventure game. You will be in the fiery virtual battlefield facing tides of enemies, and break out of the encirclement with your evasion and shooting skills.",Punkmice,False,1125700,,N/A,$4.99 USD,Punkmice,"28 Sep, 2020","Action,Third-Person Shooter,Shooter,Singleplayer,Perma Death",Endless Void,0,False,,False
"I am wandering through Hemeko, Cho_cho, and P-hole through which I travel through the endless universe using P-hole, and I am seeing and feeling a lot of things. Where else will I start my adventure this time?",Cho Hyunjoon,False,1341240,,N/A,$4.99 USD,Cho Hyunjoon,"28 Sep, 2020","Adventure,Action-Adventure,Character Action Game,Hidden Object,Platformer,3D Platformer,Choose Your Own Adventure,3D,Colorful,Cute,Atmospheric,Family Friendly,Funny,Mystery,Score Attack,Singleplayer",The Great Adventures of Hemeko & CH0_CH0,1,False,,False
A small game made by one person contains four modes and the main gameplay is decryption. How to play: Four characters switch back and forth using 2 skills per character to reach the end point with different matches Other modes -/ antagonistic modes / / Lone Wolf mode / / Build mode /,都要恰饭的,False,1409600,,N/A,$0.99 USD,都要恰饭的,"1 Oct, 2020","Puzzle Platformer,PvP,Local Co-Op,Building,Puzzle,Platformer,3D,Third Person,Casual,Indie,Parkour,Funny,2D Platformer,Anime,Singleplayer,Co-op,Multiplayer,Local Multiplayer,City Builder,2.5D",回纹平台跳跃,0,False,,False
"Six months have passed since the Everwinter began, covering the world in a permanent frost. Now it is up to a lone scavenger to help his camp reach the equator, in hopes of escaping the harsh climate and the roaming monster snowmen known only as the Droves.",Michael A. Rivera,False,1234560,,N/A,$4.99 USD,Michael A. Rivera,"29 Sep, 2020","Action,Top-Down Shooter,Indie,Zombies,Action-Adventure,Singleplayer,Local Multiplayer,Local Co-Op,PvP,Top-Down,Co-op,Multiplayer",Rogue Snow: Everwinter,0,False,,False
One of the Most addictive Shark Game Play as a shark and you must do what you love! Swim around the ocean and fill your appetite by killing everything you can find.,Enaayah Software Development and Services Private Limited,False,1380510,,N/A,$0.99 USD,Enaayah Software Development and Services Private Limited,"14 Aug, 2020","Action,Adventure,Strategy,Action RPG,Action-Adventure,Arcade,3D Fighter,3D,3D Platformer,Indie,Bullet Hell,RPG,Racing,Atmospheric,Singleplayer,Bullet Time",Shark Attack,3,False,,False
"Do you like TPS games? Do you like zombie games? Are you too afraid to play zombie games ?Now, you have an unmissable choice: [Sainthum]——a cartoon zombie TPS game.And, roar is DPS in the game.",oneP,False,1381690,,N/A,$3.99 USD,oneP,"29 Sep, 2020","3D Platformer,RPG,Survival Horror,Third-Person Shooter,PvE,Adventure,Shooter,Survival,3D,Third Person,Zombies,Indie,Casual,Strategy,Cartoony,Singleplayer",Sainthum 圣颂,1,False,,False
"BlockLock is a third-person 3D puzzle game unlike any other! You take the role of an android, tasked with returning the blocks to their matching home tiles. Walk up to a block, grab it and push it. Sounds simple? It's anything but! You'll need to think ahead or you may box yourself in!",Oddball Games,False,1379160,,N/A,$0.89 USD,Oddball Games,"29 Sep, 2020","Puzzle,Puzzle Platformer,3D,Third Person,Singleplayer,Indie,Casual,Strategy",BlockLock,0,False,,False
"Originally launched in 1990 on the boundary-pushing 16-bit computers and consoles of the day, this bodacious sequel to the immensely popular California Games sees you competing in five awesome events: hang-gliding, jet-skiing, snowboarding, body-boarding and skateboarding!","Epyx, Inc.",False,1418350,,N/A,$2.99 USD,"Epyx, Inc.","1 Jun, 1990","Sports,Sailing,Pixel Graphics,Driving,2D,3D,Score Attack,Flight,Arcade,Third Person,Simulation,Cartoony,Asynchronous Multiplayer,Singleplayer,Retro",California Games II,4,False,,False
"In Firefighters - Airport Heroes, players become everyday heroes in the very place where we feel most vulnerable: the world's airports.",VIS-Games,False,1278690,,50,$9.99 USD,VIS-Games,"29 Sep, 2020","Simulation,Singleplayer,First-Person,Driving,3D,Life Sim,Relaxing",Firefighters - Airport Heroes,18,False,,False
A turn-based card game mixing strategy and puzzle elements: find approach for each of 78 missions.,Apus Software,False,983450,,84,$4.99 USD,Apus Software,"29 Sep, 2020","Strategy,Indie,Card Game,Puzzle,Fantasy,Board Game,Card Battler,2D,Hand-drawn,Local Multiplayer,Singleplayer,Magic,Adventure,PvP,Artificial Intelligence,PvE,Turn-Based Combat",Astral Towers,44,False,,False
"Spelunky 2 builds upon the unique, randomized challenges that made the original a roguelike classic, offering a huge adventure designed to satisfy players old and new. Meet the next generation of explorers as they find themselves on the Moon, searching for treasure and missing family.",Mossmouth,False,418530,,90,$1.59 USD,Mossmouth,"29 Sep, 2020","Platformer,2D Platformer,Difficult,Perma Death,Online Co-Op,Co-op,Indie,Replay Value,Procedural Generation,4 Player Local,Local Co-Op,PvP,Action,2D,Action Roguelike,Cute,Side Scroller,Roguelike,Funny,Dark Humor",Spelunky 2,17704,False,,False
"Zordi Mi Lé is an open world game prototype on Reunion Island, explore the city of Saint-Pierre in search of ""dreams"": One day I am possesed, One day I am at the plain of sands , chaos and mod run 200m st anne",TCS Production,False,1397940,,55,Free To Play,TCS Production,"27 Sep, 2020","Adventure,Open World,Action,Exploration,Shooter,3D Platformer,First-Person,3D,Violent,Driving,FPS,Indie,Singleplayer,Free to Play",Prototype ONE DAY I AM ,34,False,,False
"Embark on an escape game adventure alone or with up to 3 friends. Set in a medieval fantasy world, communication & observation will be your key tools to succeed and free yourself.",Lumiere Studios,False,1363770,,70,$2.99 USD,Lumiere Studios,"29 Sep, 2020","Puzzle,Multiplayer,Singleplayer,Fantasy,Hidden Object,Online Co-Op,Co-op,Stylized,Exploration,Adventure,Indie,Mystery,Casual,First-Person,Escape Room",Escape Quest,224,False,,False
"Time travel to the past as Detective Cobie Cromwell. Find clues and solve puzzles in this story rich, immersive, virtual reality escape room game. Game to be released in successive chapters, with four total planned.",Cobley Games,False,1382350,,46,Free To Play,Cobley Games,"29 Sep, 2020","Adventure,VR,Detective,Puzzle,Strategy,Singleplayer,Mystery,Investigation,Time Travel,Atmospheric,Interactive Fiction,First-Person,Indie,Dark,Supernatural,6DOF,Story Rich",The Beast of Stormy Forest,15,True,,False
"We’re back with cute girls and minesweeping! A minesweeper action adventure with enemies and obstacles to conquer! Our latest edition includes a hit point (HP) system and mine detection flares to support you. With a myriad of new enemy types and boss encounters, an exciting new adventure awaits!",CelLab,False,1295740,,80,$9.99 USD,CelLab,"29 Sep, 2020","Action,Puzzle,Anime,Singleplayer,Indie,Cute",Mine Dungeon2 ~Rurumu's trip~,15,False,,False
"Rocket Squad is a PvP game where you and your team control a single space ship, and must work together to take down the enemy ship!",Rocket Boys,False,1398860,,N/A,$4.99 USD,Rocket Boys,"29 Sep, 2020","Top-Down Shooter,Action,PvP,Vehicular Combat,Multiplayer,Space,2D,Shooter,Space Sim,Colorful,Pixel Graphics,Top-Down,Sci-fi,Tactical,Class-Based,Combat",Rocket Squad,0,False,,False
"An RPG inspired by the classics, and based upon a series of published stories. A deep, character-driven adventure, in a Fantasy-Steampunk world of betrayal and intrigue.",James K. Isaac,False,1383920,,N/A,Free To Play,James K. Isaac,"29 Sep, 2020","CRPG,JRPG,RPG,Steampunk,Choices Matter,Story Rich,Top-Down,Party-Based RPG,Isometric,Multiple Endings,Turn-Based Combat,Colorful,Pixel Graphics,Fantasy,Adventure,Singleplayer,Indie,RPGMaker,Narrative",Shattering Obsidian,8,False,,False
"An artifact from the past returns in Bartlow's Dread Machine, a game from the dawn of the Electric Age. Dread Machine is a dual stick arcade shooter with single player and couch co-op modes, six scintillating game worlds and a cast of improbable monsters and characters.","Beep Games, Inc.",False,1228870,,83,$5.99 USD,"Beep Games, Inc.","29 Sep, 2020","Action,Steampunk,Arcade,Shooter,Indie,Singleplayer,Twin Stick Shooter,Bullet Hell,Local Co-Op,Retro,Co-op,Top-Down Shooter,Stylized,Alternate History,Third Person,Shoot 'Em Up",Bartlow's Dread Machine,30,False,,False
"Buddi Bot is an isometric puzzle game where you must (re)train Buddi Bot, an advanced AI with neural network technology. With just a click, Buddi will complete tasks like washing dishes or cooking a steak, by learning COLORS and SHAPES. Are you prepared for the future? Play and find out.",University of Texas at Austin SAGA Lab,False,1414090,,80,Free,University of Texas at Austin SAGA Lab,"29 Sep, 2020","Casual,Puzzle,Education,Singleplayer,Point & Click,3D,Cartoony,Colorful,Cute,Programming,Isometric,Choices Matter,Multiple Endings,Time Manipulation,Tutorial",Buddi Bot:  Your Machine Learning AI Helper With Advanced Neural Networking!,21,False,,False
STARS FORCE is a fast-paced arcade side scrolling shooter. Nice graphics and atmospheric music will immerse you in a space battle.,Trinity Project,False,1421630,,N/A,$0.99 USD,Trinity Project,"29 Sep, 2020","Action,Space Sim,Shooter,Shoot 'Em Up,Bullet Hell,2D,Gun Customization,Character Customization,Linear,Indie,Singleplayer,Arcade,Side Scroller",Stars Force,3,False,,False
"The Sojourn is a first-person puzzle game set in an immersive colour-drenched world of light and darkness. Think your way through dozens of puzzles as you traverse parallel worlds, awaken mysterious artifacts and overcome challenging obstacles on an unforgettable journey.",Shifting Tides,False,794960,,70,$12.49 USD,Shifting Tides,"29 Sep, 2020","Puzzle,Atmospheric,First-Person,Adventure,Indie,Stylized,Relaxing,Singleplayer,Colorful,Mystery,Surreal,3D,Philosophical,Dark,Family Friendly,Puzzle Platformer,Walking Simulator,Exploration,Great Soundtrack,Story Rich",The Sojourn,164,False,,False
"A narrative adventure game about being trapped at home during the COVID-19 pandemic. For fans of To the Moon, Gone Home, and Night in the Woods.",Kyle Muntz,False,1339750,,84,Free,Kyle Muntz,"25 Sep, 2020","Adventure,Visual Novel,Story Rich,Point & Click,Interactive Fiction,Walking Simulator,Modern,Psychological,2D,Drama,America,Political,Minimalist,Colorful,Top-Down,Philosophical,Funny,Atmospheric,Dark Comedy,Conversation",Home: A Quarantine Story,13,False,,False
"Take you easy to make a two-dimensional beauty girl, the mode is easy and interesting, from line drawing to coloring, the whole painting process experience, you don't need painting experience to make your wife live~",AFOG,False,1389560,,85,$1.99 USD,AFOG,"25 Sep, 2020","Sexual Content,Hentai,Casual,Adventure,Anime,Relaxing,Colorful,Nudity,Life Sim,Puzzle,Singleplayer,Idler,Immersive Sim,Simulation,Experimental,Cartoon,Mature,NSFW,Indie,Action-Adventure",Paint Girl,746,False,,False
"Rescue Rina is a 2D Top-Down Sci-Fi themed adventure game based on the story of Rina, a young girl, who got kidnapped by the Evil scientists of Magix Group, whose purpose was to channel her emotions into a Heart-shaped crystal to give life to Robots.",Anamik Majumdar,False,1400350,,N/A,$3.99 USD,Anamik Majumdar,"25 Sep, 2020","Female Protagonist,Romance,Anime,Story Rich,Sci-fi,Adventure,Casual,Puzzle,Exploration,Investigation,2D,Cartoony,Minimalist,Pixel Graphics,Conversation,Singleplayer,Gore,Top-Down,Cute,Hand-drawn",Rescue Rina,2,False,,False
A fast paced action avoidance game that will hopefully not make you barf. Spin around an endless twisting tube and slide your way past all the obstacles for as long as you can!,Kyle Rodgers,False,1420060,,92,Free,Kyle Rodgers,"25 Sep, 2020","Action,Casual,Arcade,Experimental,3D,Abstract,Minimalist,Psychedelic,Free to Play,Indie,Stylized,Linear,Singleplayer,Procedural Generation",Helix Slider,99,False,,False
Axe Girl! The only video game starring a female lumberjack. (As far as we know) Slash your way through fierce foes in this awesome action platformer! Chop to it and kick some axe!,Friendly Fire Software,False,1267130,,93,$4.99 USD,Friendly Fire Software,"25 Sep, 2020","2D Platformer,Tutorial,Platformer,Action-Adventure,2D,Cute,Action,Funny,Linear,Pixel Graphics,Adventure,Fantasy,Hack and Slash,Old School,Retro,Combat,Indie,Singleplayer,Classic",Axe Girl,30,False,,False
"The Arts And Craft Islands Awaits for your arrival, Join Coyote and General Warthog on a tropical Platforming Adventure across this creative archipelago, to save The Craft Kingdom from the Evil Captain Fat Cat.",Andrew Thomas,False,1367780,,75,Free,Andrew Thomas,"25 Sep, 2020","Action,Casual,Platformer,2D Platformer,2D,Colorful,Adventure,Cute,Pixel Graphics,Realistic,Cats,Free to Play,Dog,Indie,Family Friendly,Fantasy,Linear,Singleplayer",Baby Coyote,32,False,,False
"A new, remade version of the Panzer Dragoon game – true to the original, with improved graphics and controls, that suit modern gaming standards!",MegaPixel Studio S. A.,False,1178880,,79,$24.99 USD,MegaPixel Studio S. A.,"25 Sep, 2020","Action,Adventure,Casual,On-Rails Shooter,Remake,Dragons,Classic,Singleplayer,Fantasy,Great Soundtrack,Arcade,Shoot 'Em Up,Atmospheric",Panzer Dragoon: Remake,697,False,,False
A brand new arcade game from the 80's,TechDev,False,1413780,,N/A,$4.99 USD,TechDev,"25 Sep, 2020","Arcade,Action,2D Platformer,Platformer,2D,Cute,Cartoony,Colorful,Minimalist,Pixel Graphics,Indie,Stylized,Co-op,Local Co-Op,Local Multiplayer,Singleplayer",TECHPACK,2,False,,False
Challenging retro pixel graphics action-platformer. Become a legendary rogue Janosik and explore the big mountain castle level full of secrets. Available for FREE!,Onix Games,False,1412170,,100,Free,Onix Games,"25 Sep, 2020","Action,Adventure,Casual,Platformer,2D Platformer,Free to Play,Metroidvania,Pixel Graphics,2D,Singleplayer,Indie,Colorful,1980s,1990's,Controller,Retro,Precision Platformer,Puzzle Platformer,Family Friendly,Cartoony",Janosik,619,False,,False
44 Challenges in a game to beat your friends.,Shared Dreams Studios,False,1417690,,N/A,$4.99 USD,Shared Dreams Studios,"25 Sep, 2020","Casual,Sports,2D Fighter,Archery,Boxing,Perma Death,Arcade,Battle Royale,2D,Indie,Colorful,Pixel Graphics,Local Multiplayer",12 MiniBattles,2,False,,False
"Set sail and join the colonial powers of Spain, England, France and the Netherlands in their fight for supremacy of the Caribbean in the 17th century.",Gaming Minds,False,1024650,,64,$7.27 USD,Gaming Minds,"25 Sep, 2020","Strategy,Simulation,Trading,Economy,Pirates,Management,Naval,Sailing,City Builder,Naval Combat,Open World,Turn-Based Combat,Action,Historical,Singleplayer,Adventure,RTS,Turn-Based Tactics,Resource Management,Building",Port Royale 4,1209,False,,False
"You are a system administrator who spends his nights fixing an old server, but something :) causes critical errors in the server, and along with it breaks your reality. This game is not suitable for children or those who are easily disturbed.",DbVectra,False,1377850,,33,$6.99 USD,DbVectra,"25 Sep, 2020","Adventure,Hacking,Horror,2D,Dark,Psychological Horror,Retro,Multiple Endings,Text-Based,Indie,Singleplayer",Server is Down,12,False,,False
"This game is a war game. It has a top-looking player's eye. Your tank is ready for you. 3D realistic models have tanks, Are you ready for a long war with your friends?",MoonGame,False,1415200,,N/A,$0.99 USD,MoonGame,"25 Sep, 2020","Action,Casual,Adventure,Action-Adventure,Arcade,Battle Royale,3D Platformer,Arena Shooter,Bullet Hell,Combat Racing,3D,3D Vision,Realistic,Colorful,Cinematic,Top-Down,Third Person,Driving,Vehicular Combat,Bullet Time",Pitched Battle,5,False,,False
"If you like the the headless speed arcade car racing games, this is not your game.",Mirador Studio,False,1416690,,N/A,$1.99 USD,Mirador Studio,"25 Sep, 2020","Racing,Simulation,Sports,Realistic,PvP,Driving,Open World,Multiplayer,Indie,Singleplayer,Offroad,Automobile Sim",4X4 Masters,6,False,,False
"Planet Station is a tense 3D action shooter in the Sci-Fi genre. Players must help former sheriff Margaret survive on a dangerous planet after her spaceship crashes. Fight monsters, gather resources, and find a way out to escape this deadly trap.",Fasu Studio,False,1417500,$4.40,71,$0.44 USD,Fasu Studio,"25 Sep, 2020","Exploration,Bullet Hell,Hidden Object,Survival,Space,Crafting,Stealth,Action,Shooter,First-Person,Simulation,Pixel Graphics,Demons,Fantasy,Adventure,Aliens,Indie,3D,Minimalist,Singleplayer",Planet Station,69,False,,False
"Wizards and Warlords is an indie turn-based strategy game, where you play in a randomly generated fantasy world, contending with rival wizards, warlords, roaming marauders and hidden ancient evils. Create a customized sovereign or choose from one of many predefined templates.",Valravn Games,False,567080,,84,$5.79 USD,Valravn Games,"25 Sep, 2020","Strategy,Indie,Fantasy,Turn-Based Strategy,4X,Procedural Generation,Turn-Based,Grand Strategy,Hex Grid,2D,Magic,Singleplayer,Old School,Pixel Graphics,Strategy RPG,Hand-drawn,Dynamic Narration,Level Editor,Resource Management,Turn-Based Combat",Wizards and Warlords,239,False,,False
Play a great science fiction based hidden object adventure. Travel back in time with alien technology and infringe a sinister invasion plan of an alien race that wants to conquer the world. Find hundreds of hidden objects and solve fiddly mini games.,Itera Laboratories,False,1411860,,60,$5.99 USD,Itera Laboratories,"25 Sep, 2020","Casual,Hidden Object,Realistic,Colorful,Story Rich,Singleplayer,Adventure,Indie",Invasion: Lost in Time,20,False,,False
"Test your skills in a rogue-like FPS survival game, upgrade your arsenal and survive as long as you can!",Gamhalla,False,1373450,,N/A,$5.99 USD,Gamhalla,"25 Sep, 2020","Action,Survival,Looter Shooter,Roguelike,Zombies,Singleplayer,First-Person,Shooter,Indie,Horror,Survival Horror",Misplaced,3,False,,False
The free-to-play first episode of a horror-mystery game with dark humor and hand-drawn art from award-winning graphic novelist Abby Howard.,Black Tabby Games,False,1406040,,97,Free To Play,Black Tabby Games,"25 Sep, 2020","Horror,Story Rich,Choices Matter,Choose Your Own Adventure,Visual Novel,Female Protagonist,Interactive Fiction,Psychological Horror,Dark Comedy,Point & Click,Adventure,Thriller,Supernatural,Walking Simulator,Multiple Endings,Mystery,RPG,LGBTQ+,Atmospheric,Investigation",Scarlet Hollow — Episode 1,694,False,,False
Test your thinking an strategy skills in a remake of the classic Puzzle-Game Microsoft Russian Square Plus! Edition,OptiMAST,False,1411030,,100,Free To Play,OptiMAST,"25 Sep, 2020","Arcade,Casual,2D,Puzzle,Singleplayer,Psychedelic,Colorful,Minimalist,Grid-Based Movement,Free to Play,Indie,Score Attack,Solitaire,Time Management,Isometric",Square Game,36,False,,False
You have been dropped into the 6th dimension. Let's hope you can make it back to reality.,Guerilla Media,False,1404180,,52,Free To Play,Guerilla Media,"25 Sep, 2020","Casual,Puzzle,Arcade,Exploration,Choose Your Own Adventure,3D,Colorful,First-Person,Realistic,Adventure,Indie,Nature,Sci-fi,Nonlinear,Singleplayer",6th Dimension,38,False,,False
"Not wanting to contest a title with her elder brother who is 11 years senior, she chooses to leave her hometown behind.",Two Clusters,False,1121000,,94,Free,Two Clusters,"10 Jul, 2019","Free to Play,RPG,Adventure,Indie,Nudity",Bhavacakra Maco,19,False,,False
